,Mouse12-120806_n_15,Mouse12-120806_n_16,Mouse12-120806_n_18,Mouse12-120806_n_19,Mouse12-120806_n_20,Mouse12-120806_n_21,Mouse12-120806_n_22,Mouse12-120806_n_23,Mouse12-120806_n_24,Mouse12-120806_n_25,Mouse12-120806_n_26,Mouse12-120806_n_27,Mouse12-120806_n_28,Mouse12-120806_n_29,Mouse12-120806_n_31,Mouse12-120806_n_32,Mouse12-120806_n_33,Mouse12-120806_n_34,Mouse12-120806_n_35
0,0.3674378329119871,0.582245488682889,7.977469553602076,5.984282707610841,6.971790183755066,8.157909677870409,4.627266275066644,12.41956315182884,2.1517443568687895,3.1109680332842964,0.5296920016964769,2.2957958900364033,1.9950050375591122,0.38876200256729965,1.3946653159117193,4.097647741244838,11.160498226765279,4.430736078477901,1.1957492515197683
