,Mouse12-120806_n_15,Mouse12-120806_n_16,Mouse12-120806_n_18,Mouse12-120806_n_19,Mouse12-120806_n_20,Mouse12-120806_n_21,Mouse12-120806_n_22,Mouse12-120806_n_23,Mouse12-120806_n_24,Mouse12-120806_n_25,Mouse12-120806_n_26,Mouse12-120806_n_27,Mouse12-120806_n_28,Mouse12-120806_n_29,Mouse12-120806_n_31,Mouse12-120806_n_32,Mouse12-120806_n_33,Mouse12-120806_n_34,Mouse12-120806_n_35
0,1.703914659574125,1.9169039920208906,1.703914659574125,2.342882656914422,1.4909253271273595,1.4909253271273595,2.342882656914422,1.4909253271273595,1.4909253271273595,2.1298933244676563,1.4909253271273595,1.703914659574125,1.9169039920208906,1.4909253271273595,1.703914659574125,1.703914659574125,1.4909253271273595,1.4909253271273595,4.259786648935313
